ふりがな,山名<山頂名>,都道府県,標高,緯度,経度
うらぶだけ,宇良部岳,沖縄県,231,24.45277778,123.0055556
くのうざん,久能山,静岡県,216,34.96611111,138.4680556
うねびやま,畝傍山,奈良県,199,34.4925,135.7847222
おおやま,大山,千葉県,193,34.96416667,139.7777778
すりばちやま（ぱいぷやま）,摺鉢山（パイプ山）,東京都,170,24.75055556,141.2891667
あまのかぐやま,天香久山,奈良県,152,34.49583333,135.8183333
みみなしやま,耳成山,奈良県,139,34.51472222,135.8052778
おおたかもり,大高森,宮城県,105,38.34055556,141.1525
とうきょうすかいつりー,東京スカイツリー,東京都,634,,
とうきょうタワー,東京タワー,東京都,333,,
あべのはるかす,あべのハルカス,大阪府,300,,
よこはまらうんどまーくたわー,横浜ランドマークタワー,神奈川県,296,,
ろっぽんぎひるずもりたわー,六本木ヒルズ森タワー,東京都,270,,
とうきょうとちょうだいいちほんちょうしゃ,東京都庁第一本庁舎,東京都,243,,
ふくおかたわー,福岡タワー,福岡県,234,,
きょうとたわー,京都タワー,京都府,131,,
つうてんかく,通天閣,大阪府,103,,
さっぽろてれびとう,札幌テレビ塔,北海道,91,,
きょうせらどーむおおさか,京セラドーム大阪,大阪府,83,,
たいようのとう,太陽の塔,大阪府,70,,
こっかいぎじどう,国会議事堂,東京都,66,,
たわー・おぶ・てらー（とうきょうでぃずにーしー）,タワー・オブ・テラー（東京ディズニーシー）,千葉県,59,,
とうきょうどーむ,東京ドーム,東京都,56,,
おおさかじょう（てんしゅ）,大阪城（天守）,大阪府,55,,
しぶや109,SHIBUYA109,東京都,50,,
りょうごくこくぎかん,両国国技館,東京都,40,,
ながやじょう（てんしゅ）,名古屋城（天守）,愛知県,37,,
ひめじじょう（てんしゅ）,姫路城（天守）,兵庫県,32,,
くまもとじょう（てんしゅ）,熊本城（天守）,熊本県,30,,
さっぽろとけいだい,札幌市時計台,北海道,19,,
とうだいじのだいぶつ,東大寺の大仏,奈良県,18,,
かまくらだいぶつ,鎌倉大仏,神奈川県,11,,
ろせんばす（しゃりょうながさ）,路線バス（車両長さ）,,10,,
